state,district,pincode,year,age_0_5,age_5_17,age_18_greater,total_enrollment,demo_age_5_17,demo_age_17_plus,total_demo_updates,bio_age_5_17,bio_age_17_plus,total_bio_updates,update_ratio,total_activities
Uttar Pradesh,Lalitpur,284403,2025.0,353.0,100.0,3.0,456.0,1065.0,9648.0,10713.0,9875.0,7199.0,17074.0,37.44298245614035,28243.0
Uttar Pradesh,Lalitpur,284404,2025.0,240.0,179.0,14.0,433.0,241.0,3758.0,3999.0,3089.0,2141.0,5230.0,12.078521939953811,9662.0
Uttar Pradesh,Lalitpur,284405,2025.0,164.0,70.0,1.0,235.0,421.0,4372.0,4793.0,4292.0,3331.0,7623.0,32.43829787234043,12651.0
Uttar Pradesh,Lalitpur,284406,2025.0,77.0,27.0,1.0,105.0,137.0,1765.0,1902.0,2009.0,2419.0,4428.0,42.17142857142857,6435.0
Uttar Pradesh,Lalitpur,284501,2025.0,33.0,7.0,1.0,41.0,71.0,453.0,524.0,881.0,463.0,1344.0,32.78048780487805,1909.0
Uttar Pradesh,Lucknow,226001,2025.0,339.0,278.0,13.0,630.0,223.0,2364.0,2587.0,2373.0,2892.0,5265.0,8.357142857142858,8482.0
Uttar Pradesh,Lucknow,226002,2025.0,155.0,156.0,1.0,312.0,1124.0,11488.0,12612.0,4485.0,4260.0,8745.0,28.028846153846153,21669.0
Uttar Pradesh,Lucknow,226003,2025.0,1698.0,1545.0,89.0,3332.0,2401.0,31717.0,34118.0,9483.0,7589.0,17072.0,5.1236494597839135,54522.0
Uttar Pradesh,Lucknow,226004,2025.0,246.0,210.0,13.0,469.0,186.0,2440.0,2626.0,2497.0,2447.0,4944.0,10.541577825159914,8039.0
Uttar Pradesh,Lucknow,226005,2025.0,434.0,518.0,86.0,1038.0,315.0,2931.0,3246.0,2117.0,1911.0,4028.0,3.8805394990366087,8312.0
Uttar Pradesh,Lucknow,226006,2025.0,34.0,14.0,1.0,49.0,27.0,483.0,510.0,825.0,778.0,1603.0,32.714285714285715,2162.0
Uttar Pradesh,Lucknow,226007,2025.0,15.0,10.0,0.0,25.0,54.0,586.0,640.0,391.0,370.0,761.0,30.44,1426.0
Uttar Pradesh,Lucknow,226008,2025.0,165.0,140.0,14.0,319.0,216.0,2024.0,2240.0,2352.0,1564.0,3916.0,12.275862068965518,6475.0
Uttar Pradesh,Lucknow,226009,2025.0,4.0,4.0,0.0,8.0,5.0,119.0,124.0,237.0,185.0,422.0,52.75,554.0
Uttar Pradesh,Lucknow,226010,2025.0,399.0,462.0,27.0,888.0,455.0,4108.0,4563.0,2623.0,3448.0,6071.0,6.836711711711712,11522.0
Uttar Pradesh,Lucknow,226011,2025.0,33.0,52.0,1.0,86.0,100.0,1019.0,1119.0,1250.0,1111.0,2361.0,27.453488372093023,3566.0
Uttar Pradesh,Lucknow,226012,2025.0,69.0,59.0,0.0,128.0,136.0,1623.0,1759.0,1613.0,1567.0,3180.0,24.84375,5067.0
Uttar Pradesh,Lucknow,226013,2025.0,17.0,10.0,0.0,27.0,17.0,137.0,154.0,291.0,240.0,531.0,19.666666666666668,712.0
Uttar Pradesh,Lucknow,226014,2025.0,5.0,7.0,0.0,12.0,15.0,116.0,131.0,89.0,121.0,210.0,17.5,353.0
Uttar Pradesh,Lucknow,226015,2025.0,18.0,4.0,0.0,22.0,33.0,284.0,317.0,313.0,272.0,585.0,26.59090909090909,924.0
Uttar Pradesh,Lucknow,226016,2025.0,308.0,296.0,15.0,619.0,933.0,9097.0,10030.0,3290.0,3215.0,6505.0,10.508885298869144,17154.0
Uttar Pradesh,Lucknow,226017,2025.0,301.0,322.0,12.0,635.0,607.0,6564.0,7171.0,3966.0,3141.0,7107.0,11.192125984251968,14913.0
Uttar Pradesh,Lucknow,226018,2025.0,232.0,202.0,27.0,461.0,134.0,1708.0,1842.0,1662.0,1876.0,3538.0,7.674620390455531,5841.0
Uttar Pradesh,Lucknow,226019,2025.0,0.0,4.0,0.0,4.0,3.0,62.0,65.0,33.0,33.0,66.0,16.5,135.0
Uttar Pradesh,Lucknow,226020,2025.0,346.0,296.0,14.0,656.0,267.0,3678.0,3945.0,4146.0,3650.0,7796.0,11.884146341463415,12397.0
Uttar Pradesh,Lucknow,226021,2025.0,275.0,196.0,12.0,483.0,220.0,2955.0,3175.0,3349.0,3233.0,6582.0,13.627329192546584,10240.0
Uttar Pradesh,Lucknow,226022,2025.0,98.0,54.0,0.0,152.0,260.0,2738.0,2998.0,1871.0,2153.0,4024.0,26.473684210526315,7174.0
Uttar Pradesh,Lucknow,226023,2025.0,47.0,41.0,0.0,88.0,108.0,981.0,1089.0,1164.0,1082.0,2246.0,25.522727272727273,3423.0
Uttar Pradesh,Lucknow,226024,2025.0,38.0,41.0,0.0,79.0,137.0,1302.0,1439.0,1111.0,1065.0,2176.0,27.544303797468356,3694.0
Uttar Pradesh,Lucknow,226025,2025.0,33.0,22.0,0.0,55.0,68.0,847.0,915.0,569.0,838.0,1407.0,25.581818181818182,2377.0
Uttar Pradesh,Lucknow,226026,2025.0,27.0,42.0,0.0,69.0,110.0,1343.0,1453.0,1033.0,728.0,1761.0,25.52173913043478,3283.0
Uttar Pradesh,Lucknow,226028,2025.0,80.0,77.0,1.0,158.0,145.0,1381.0,1526.0,2794.0,1921.0,4715.0,29.841772151898734,6399.0
Uttar Pradesh,Lucknow,226029,2025.0,18.0,16.0,0.0,34.0,49.0,449.0,498.0,701.0,710.0,1411.0,41.5,1943.0
Uttar Pradesh,Lucknow,226030,2025.0,2.0,6.0,0.0,8.0,18.0,127.0,145.0,50.0,86.0,136.0,17.0,289.0
Uttar Pradesh,Lucknow,226031,2025.0,9.0,7.0,0.0,16.0,38.0,266.0,304.0,250.0,171.0,421.0,26.3125,741.0
Uttar Pradesh,Lucknow,226101,2025.0,75.0,25.0,0.0,100.0,138.0,1214.0,1352.0,1719.0,879.0,2598.0,25.98,4050.0
Uttar Pradesh,Lucknow,226102,2025.0,18.0,4.0,0.0,22.0,40.0,413.0,453.0,511.0,352.0,863.0,39.22727272727273,1338.0
Uttar Pradesh,Lucknow,226103,2025.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,6.0
Uttar Pradesh,Lucknow,226104,2025.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,7.0,4.0,11.0,11.0,18.0
Uttar Pradesh,Lucknow,226201,2025.0,4.0,4.0,0.0,8.0,10.0,118.0,128.0,53.0,87.0,140.0,17.5,276.0
Uttar Pradesh,Lucknow,226202,2025.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,4.0,2.0,6.0,6.0,19.0
Uttar Pradesh,Lucknow,226203,2025.0,9.0,2.0,0.0,11.0,23.0,252.0,275.0,350.0,122.0,472.0,42.90909090909091,758.0
Uttar Pradesh,Lucknow,226301,2025.0,24.0,15.0,0.0,39.0,81.0,684.0,765.0,1047.0,517.0,1564.0,40.1025641025641,2368.0
Uttar Pradesh,Lucknow,226302,2025.0,12.0,12.0,0.0,24.0,16.0,230.0,246.0,84.0,124.0,208.0,8.666666666666666,478.0
Uttar Pradesh,Lucknow,226303,2025.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,4.0,4.0,7.0
Uttar Pradesh,Lucknow,226401,2025.0,19.0,13.0,1.0,33.0,118.0,733.0,851.0,1080.0,336.0,1416.0,42.90909090909091,2300.0
Uttar Pradesh,Lucknow,226501,2025.0,17.0,4.0,0.0,21.0,27.0,291.0,318.0,397.0,209.0,606.0,28.857142857142858,945.0
Uttar Pradesh,Lucknow,227101,2025.0,27.0,38.0,0.0,65.0,55.0,637.0,692.0,1013.0,744.0,1757.0,27.03076923076923,2514.0
Uttar Pradesh,Lucknow,227105,2025.0,43.0,42.0,1.0,86.0,39.0,866.0,905.0,685.0,1028.0,1713.0,19.91860465116279,2704.0
Uttar Pradesh,Lucknow,227107,2025.0,154.0,78.0,0.0,232.0,227.0,4043.0,4270.0,4024.0,2181.0,6205.0,26.745689655172413,10707.0
Uttar Pradesh,Lucknow,227111,2025.0,94.0,65.0,0.0,159.0,189.0,2710.0,2899.0,3113.0,1965.0,5078.0,31.937106918238992,8136.0
Uttar Pradesh,Lucknow,227115,2025.0,68.0,87.0,0.0,155.0,162.0,1300.0,1462.0,5055.0,1971.0,7026.0,45.329032258064515,8643.0
Uttar Pradesh,Lucknow,227116,2025.0,44.0,33.0,0.0,77.0,100.0,1666.0,1766.0,1857.0,669.0,2526.0,32.8051948051948,4369.0
Uttar Pradesh,Lucknow,227125,2025.0,43.0,48.0,0.0,91.0,200.0,3245.0,3445.0,2668.0,1827.0,4495.0,49.395604395604394,8031.0
Uttar Pradesh,Lucknow,227132,2025.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
Uttar Pradesh,Lucknow,227202,2025.0,48.0,45.0,0.0,93.0,129.0,2406.0,2535.0,2968.0,1772.0,4740.0,50.96774193548387,7368.0
Uttar Pradesh,Lucknow,227205,2025.0,69.0,68.0,0.0,137.0,262.0,3794.0,4056.0,3080.0,1617.0,4697.0,34.284671532846716,8890.0
Uttar Pradesh,Lucknow,227207,2025.0,0.0,0.0,0.0,0.0,3.0,14.0,17.0,7.0,7.0,14.0,14.0,31.0
Uttar Pradesh,Lucknow,227305,2025.0,116.0,147.0,0.0,263.0,93.0,1591.0,1684.0,3790.0,3227.0,7017.0,26.680608365019012,8964.0
Uttar Pradesh,Lucknow,227308,2025.0,87.0,90.0,0.0,177.0,90.0,833.0,923.0,2161.0,1209.0,3370.0,19.03954802259887,4470.0
Uttar Pradesh,Lucknow,227309,2025.0,40.0,41.0,0.0,81.0,97.0,1340.0,1437.0,1662.0,859.0,2521.0,31.123456790123456,4039.0
Uttar Pradesh,Maharajganj,273151,2025.0,67.0,105.0,0.0,172.0,737.0,5932.0,6669.0,2495.0,2184.0,4679.0,27.203488372093023,11520.0
Uttar Pradesh,Maharajganj,273155,2025.0,47.0,153.0,5.0,205.0,465.0,4961.0,5426.0,2780.0,2424.0,5204.0,25.385365853658538,10835.0
Uttar Pradesh,Maharajganj,273157,2025.0,257.0,545.0,18.0,820.0,332.0,1763.0,2095.0,2812.0,1768.0,4580.0,5.585365853658536,7495.0
Uttar Pradesh,Maharajganj,273158,2025.0,36.0,151.0,1.0,188.0,419.0,2615.0,3034.0,2639.0,1951.0,4590.0,24.414893617021278,7812.0
Uttar Pradesh,Maharajganj,273161,2025.0,28.0,79.0,0.0,107.0,70.0,543.0,613.0,1193.0,908.0,2101.0,19.635514018691588,2821.0
Uttar Pradesh,Maharajganj,273162,2025.0,408.0,821.0,16.0,1245.0,407.0,2648.0,3055.0,4304.0,2816.0,7120.0,5.718875502008032,11420.0
Uttar Pradesh,Maharajganj,273163,2025.0,109.0,184.0,3.0,296.0,648.0,4175.0,4823.0,3068.0,2136.0,5204.0,17.58108108108108,10323.0
Uttar Pradesh,Maharajganj,273164,2025.0,1146.0,1978.0,118.0,3242.0,1020.0,8471.0,9491.0,4559.0,3268.0,7827.0,2.4142504626773595,20560.0
Uttar Pradesh,Maharajganj,273165,2025.0,24.0,27.0,0.0,51.0,129.0,818.0,947.0,798.0,567.0,1365.0,26.764705882352942,2363.0
Uttar Pradesh,Maharajganj,273207,2025.0,49.0,84.0,1.0,134.0,383.0,3521.0,3904.0,1742.0,1021.0,2763.0,20.619402985074625,6801.0
Uttar Pradesh,Maharajganj,273301,2025.0,68.0,90.0,1.0,159.0,301.0,2829.0,3130.0,1970.0,1986.0,3956.0,24.88050314465409,7245.0
Uttar Pradesh,Maharajganj,273302,2025.0,95.0,137.0,0.0,232.0,541.0,5298.0,5839.0,2582.0,2256.0,4838.0,20.853448275862068,10909.0
Uttar Pradesh,Maharajganj,273303,2025.0,593.0,1574.0,48.0,2215.0,1059.0,8465.0,9524.0,6138.0,5815.0,11953.0,5.3963882618510155,23692.0
Uttar Pradesh,Maharajganj,273304,2025.0,458.0,521.0,35.0,1014.0,485.0,4654.0,5139.0,3262.0,1797.0,5059.0,4.989151873767258,11212.0
Uttar Pradesh,Maharajganj,273305,2025.0,487.0,788.0,75.0,1350.0,318.0,4281.0,4599.0,2289.0,1353.0,3642.0,2.6977777777777776,9591.0
Uttar Pradesh,Maharajganj,273306,2025.0,17.0,30.0,0.0,47.0,111.0,692.0,803.0,1313.0,2186.0,3499.0,74.44680851063829,4349.0
Uttar Pradesh,Maharajganj,273310,2025.0,0.0,0.0,0.0,0.0,1.0,15.0,16.0,1.0,7.0,8.0,8.0,24.0
Uttar Pradesh,Mahoba,210203,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Uttar Pradesh,Mahoba,210204,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Uttar Pradesh,Mahoba,210421,2025.0,77.0,42.0,0.0,119.0,185.0,2305.0,2490.0,3214.0,1325.0,4539.0,38.142857142857146,7148.0
Uttar Pradesh,Mahoba,210423,2025.0,94.0,47.0,0.0,141.0,162.0,1218.0,1380.0,2675.0,1571.0,4246.0,30.113475177304963,5767.0
Uttar Pradesh,Mahoba,210424,2025.0,77.0,50.0,0.0,127.0,189.0,1151.0,1340.0,3088.0,1058.0,4146.0,32.645669291338585,5613.0
Uttar Pradesh,Mahoba,210425,2025.0,30.0,18.0,0.0,48.0,121.0,866.0,987.0,1111.0,388.0,1499.0,31.229166666666668,2534.0
Uttar Pradesh,Mahoba,210426,2025.0,47.0,29.0,0.0,76.0,176.0,2200.0,2376.0,2634.0,1367.0,4001.0,52.64473684210526,6453.0
Uttar Pradesh,Mahoba,210427,2025.0,140.0,105.0,0.0,245.0,337.0,3843.0,4180.0,5060.0,2706.0,7766.0,31.69795918367347,12191.0
Uttar Pradesh,Mahoba,210429,2025.0,131.0,62.0,4.0,197.0,252.0,3453.0,3705.0,3544.0,2240.0,5784.0,29.360406091370557,9686.0
Uttar Pradesh,Mahoba,210431,2025.0,2.0,5.0,0.0,7.0,10.0,90.0,100.0,144.0,53.0,197.0,28.142857142857142,304.0
Uttar Pradesh,Mahoba,210433,2025.0,59.0,27.0,0.0,86.0,166.0,1677.0,1843.0,2271.0,1064.0,3335.0,38.77906976744186,5264.0
Uttar Pradesh,Mahoba,210501,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
Uttar Pradesh,Mahoba,210502,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
Uttar Pradesh,Mahoba,210504,2025.0,5.0,2.0,0.0,7.0,1.0,70.0,71.0,9.0,9.0,18.0,2.5714285714285716,96.0
Uttar Pradesh,Mahoba,210506,2025.0,2.0,0.0,0.0,2.0,0.0,13.0,13.0,7.0,3.0,10.0,5.0,25.0
Uttar Pradesh,Mahoba,210507,2025.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Uttar Pradesh,Mahoba *,210421,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Uttar Pradesh,Mahrajganj,273151,2025.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Uttar Pradesh,Mahrajganj,273155,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Uttar Pradesh,Mahrajganj,273157,2025.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
Uttar Pradesh,Mahrajganj,273162,2025.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,4.0,4.0,4.0,8.0
Uttar Pradesh,Mahrajganj,273163,2025.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
Uttar Pradesh,Mahrajganj,273164,2025.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
Uttar Pradesh,Mahrajganj,273165,2025.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Uttar Pradesh,Mahrajganj,273301,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
Uttar Pradesh,Mahrajganj,273302,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,3.0
Uttar Pradesh,Mahrajganj,273303,2025.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Uttar Pradesh,Mahrajganj,273304,2025.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0
Uttar Pradesh,Mahrajganj,273305,2025.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0
Uttar Pradesh,Mainpuri,205001,2025.0,1151.0,1374.0,51.0,2576.0,859.0,9659.0,10518.0,6084.0,4725.0,10809.0,4.196040372670807,23903.0
Uttar Pradesh,Mainpuri,205119,2025.0,32.0,42.0,0.0,74.0,101.0,936.0,1037.0,1287.0,621.0,1908.0,25.783783783783782,3019.0
Uttar Pradesh,Mainpuri,205121,2025.0,57.0,58.0,1.0,116.0,133.0,1137.0,1270.0,1980.0,921.0,2901.0,25.00862068965517,4287.0
Uttar Pradesh,Mainpuri,205130,2025.0,17.0,17.0,0.0,34.0,22.0,164.0,186.0,549.0,193.0,742.0,21.823529411764707,962.0
Uttar Pradesh,Mainpuri,205142,2025.0,8.0,7.0,1.0,16.0,20.0,120.0,140.0,200.0,99.0,299.0,18.6875,455.0
Uttar Pradesh,Mainpuri,205247,2025.0,129.0,184.0,14.0,327.0,164.0,1572.0,1736.0,1329.0,931.0,2260.0,6.91131498470948,4323.0
Uttar Pradesh,Mainpuri,205261,2025.0,123.0,108.0,11.0,242.0,238.0,2081.0,2319.0,2747.0,1088.0,3835.0,15.847107438016529,6396.0
Uttar Pradesh,Mainpuri,205262,2025.0,511.0,651.0,24.0,1186.0,548.0,5217.0,5765.0,2640.0,1778.0,4418.0,3.725126475548061,11369.0
Uttar Pradesh,Mainpuri,205263,2025.0,41.0,83.0,2.0,126.0,191.0,1885.0,2076.0,1461.0,958.0,2419.0,19.1984126984127,4621.0
Uttar Pradesh,Mainpuri,205264,2025.0,106.0,144.0,10.0,260.0,218.0,2072.0,2290.0,2637.0,1255.0,3892.0,14.96923076923077,6442.0
Uttar Pradesh,Mainpuri,205265,2025.0,77.0,144.0,2.0,223.0,305.0,3017.0,3322.0,3565.0,1635.0,5200.0,23.318385650224215,8745.0
Uttar Pradesh,Mainpuri,205267,2025.0,74.0,98.0,1.0,173.0,170.0,1781.0,1951.0,2361.0,1110.0,3471.0,20.063583815028903,5595.0
Uttar Pradesh,Mainpuri,205268,2025.0,39.0,57.0,0.0,96.0,187.0,2771.0,2958.0,2045.0,1155.0,3200.0,33.333333333333336,6254.0
Uttar Pradesh,Mainpuri,205301,2025.0,11.0,18.0,1.0,30.0,95.0,638.0,733.0,160.0,201.0,361.0,12.033333333333333,1124.0
Uttar Pradesh,Mainpuri,205303,2025.0,14.0,5.0,0.0,19.0,13.0,204.0,217.0,151.0,315.0,466.0,24.526315789473685,702.0
Uttar Pradesh,Mainpuri,205304,2025.0,10.0,10.0,0.0,20.0,104.0,909.0,1013.0,148.0,243.0,391.0,19.55,1424.0
Uttar Pradesh,Mainpuri,206301,2025.0,214.0,448.0,12.0,674.0,249.0,2505.0,2754.0,2073.0,1414.0,3487.0,5.173590504451038,6915.0
Uttar Pradesh,Mainpuri,206302,2025.0,55.0,100.0,0.0,155.0,130.0,1038.0,1168.0,1922.0,980.0,2902.0,18.72258064516129,4225.0
Uttar Pradesh,Mainpuri,206303,2025.0,54.0,66.0,0.0,120.0,118.0,1406.0,1524.0,1613.0,909.0,2522.0,21.016666666666666,4166.0
Uttar Pradesh,Mainpuri,209720,2025.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Uttar Pradesh,Mainpuri,215126,2025.0,0.0,0.0,0.0,0.0,6.0,19.0,25.0,8.0,1.0,9.0,9.0,34.0
Uttar Pradesh,Mainpuri,283130,2025.0,0.0,6.0,0.0,6.0,2.0,2.0,4.0,1.0,4.0,5.0,0.8333333333333334,15.0
Uttar Pradesh,Mainpuri,283142,2025.0,1.0,0.0,0.0,1.0,1.0,20.0,21.0,4.0,4.0,8.0,8.0,30.0
Uttar Pradesh,Mathura,272153,2025.0,240.0,609.0,12.0,861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0
Uttar Pradesh,Mathura,281001,2025.0,163.0,150.0,0.0,313.0,560.0,5854.0,6414.0,6510.0,4211.0,10721.0,34.25239616613418,17448.0
Uttar Pradesh,Mathura,281003,2025.0,35.0,31.0,0.0,66.0,117.0,1429.0,1546.0,1497.0,841.0,2338.0,35.42424242424242,3950.0
Uttar Pradesh,Mathura,281004,2025.0,305.0,362.0,17.0,684.0,1017.0,8560.0,9577.0,4917.0,2645.0,7562.0,11.055555555555555,17823.0
Uttar Pradesh,Mathura,281005,2025.0,37.0,64.0,1.0,102.0,109.0,787.0,896.0,1999.0,753.0,2752.0,26.980392156862745,3750.0
Uttar Pradesh,Mathura,281006,2025.0,39.0,42.0,1.0,82.0,213.0,1668.0,1881.0,2094.0,1455.0,3549.0,43.28048780487805,5512.0
Uttar Pradesh,Mathura,281121,2025.0,245.0,274.0,20.0,539.0,236.0,2582.0,2818.0,1284.0,1622.0,2906.0,5.391465677179963,6263.0
Uttar Pradesh,Mathura,281122,2025.0,40.0,63.0,0.0,103.0,429.0,3788.0,4217.0,3160.0,1429.0,4589.0,44.55339805825243,8909.0
Uttar Pradesh,Mathura,281123,2025.0,38.0,60.0,0.0,98.0,130.0,1014.0,1144.0,916.0,617.0,1533.0,15.642857142857142,2775.0
Uttar Pradesh,Mathura,281201,2025.0,45.0,59.0,0.0,104.0,242.0,1739.0,1981.0,1295.0,787.0,2082.0,20.01923076923077,4167.0
Uttar Pradesh,Mathura,281202,2025.0,57.0,70.0,1.0,128.0,187.0,2336.0,2523.0,2059.0,771.0,2830.0,22.109375,5481.0
Uttar Pradesh,Mathura,281203,2025.0,49.0,25.0,0.0,74.0,163.0,1316.0,1479.0,726.0,382.0,1108.0,14.972972972972974,2661.0
Uttar Pradesh,Mathura,281204,2025.0,103.0,124.0,2.0,229.0,683.0,6379.0,7062.0,4838.0,2134.0,6972.0,30.445414847161572,14263.0
Uttar Pradesh,Mathura,281205,2025.0,53.0,78.0,0.0,131.0,194.0,1756.0,1950.0,2564.0,840.0,3404.0,25.984732824427482,5485.0
Uttar Pradesh,Mathura,281206,2025.0,22.0,21.0,0.0,43.0,82.0,690.0,772.0,822.0,379.0,1201.0,27.930232558139537,2016.0
Uttar Pradesh,Mathura,281301,2025.0,58.0,96.0,1.0,155.0,375.0,3262.0,3637.0,3175.0,1275.0,4450.0,28.70967741935484,8242.0
Uttar Pradesh,Mathura,281302,2025.0,2.0,1.0,0.0,3.0,13.0,76.0,89.0,167.0,66.0,233.0,77.66666666666667,325.0
Uttar Pradesh,Mathura,281303,2025.0,2.0,1.0,0.0,3.0,6.0,42.0,48.0,60.0,34.0,94.0,31.333333333333332,145.0
Uttar Pradesh,Mathura,281305,2025.0,30.0,24.0,0.0,54.0,122.0,1362.0,1484.0,1676.0,526.0,2202.0,40.77777777777778,3740.0
Uttar Pradesh,Mathura,281306,2025.0,2.0,2.0,0.0,4.0,10.0,91.0,101.0,164.0,132.0,296.0,74.0,401.0
Uttar Pradesh,Mathura,281308,2025.0,27.0,40.0,1.0,68.0,94.0,502.0,596.0,1421.0,563.0,1984.0,29.176470588235293,2648.0
Uttar Pradesh,Mathura,281401,2025.0,86.0,64.0,0.0,150.0,322.0,2446.0,2768.0,3897.0,1546.0,5443.0,36.28666666666667,8361.0
Uttar Pradesh,Mathura,281403,2025.0,161.0,101.0,0.0,262.0,726.0,7182.0,7908.0,4338.0,2426.0,6764.0,25.81679389312977,14934.0
Uttar Pradesh,Mathura,281404,2025.0,85.0,103.0,1.0,189.0,96.0,724.0,820.0,2324.0,864.0,3188.0,16.867724867724867,4197.0
Uttar Pradesh,Mathura,281405,2025.0,28.0,22.0,0.0,50.0,168.0,1465.0,1633.0,1415.0,597.0,2012.0,40.24,3695.0
Uttar Pradesh,Mathura,281406,2025.0,59.0,30.0,1.0,90.0,306.0,2643.0,2949.0,1613.0,742.0,2355.0,26.166666666666668,5394.0
Uttar Pradesh,Mathura,281501,2025.0,36.0,39.0,0.0,75.0,78.0,402.0,480.0,1494.0,589.0,2083.0,27.773333333333333,2638.0
Uttar Pradesh,Mathura,281502,2025.0,139.0,124.0,1.0,264.0,313.0,2866.0,3179.0,3514.0,2154.0,5668.0,21.46969696969697,9111.0
Uttar Pradesh,Mathura,281504,2025.0,14.0,19.0,0.0,33.0,122.0,959.0,1081.0,1245.0,489.0,1734.0,52.54545454545455,2848.0
Uttar Pradesh,Mau,121705,2025.0,29.0,45.0,0.0,74.0,280.0,1580.0,1860.0,919.0,616.0,1535.0,20.743243243243242,3469.0
Uttar Pradesh,Mau,221601,2025.0,39.0,74.0,2.0,115.0,332.0,2207.0,2539.0,1580.0,1172.0,2752.0,23.930434782608696,5406.0
Uttar Pradesh,Mau,221602,2025.0,23.0,57.0,4.0,84.0,214.0,1317.0,1531.0,1327.0,947.0,2274.0,27.071428571428573,3889.0
Uttar Pradesh,Mau,221603,2025.0,56.0,80.0,0.0,136.0,432.0,3282.0,3714.0,2099.0,1531.0,3630.0,26.691176470588236,7480.0
Uttar Pradesh,Mau,221705,2025.0,4.0,15.0,0.0,19.0,56.0,439.0,495.0,143.0,330.0,473.0,24.894736842105264,987.0
Uttar Pradesh,Mau,221706,2025.0,42.0,89.0,0.0,131.0,431.0,2810.0,3241.0,1626.0,1176.0,2802.0,21.389312977099237,6174.0
Uttar Pradesh,Mau,223222,2025.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
Uttar Pradesh,Mau,223225,2025.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0
Uttar Pradesh,Mau,275101,2025.0,152.0,294.0,0.0,446.0,753.0,7837.0,8590.0,6008.0,6657.0,12665.0,28.396860986547086,21701.0
Uttar Pradesh,Mau,275102,2025.0,18.0,49.0,1.0,68.0,196.0,1451.0,1647.0,1063.0,882.0,1945.0,28.602941176470587,3660.0
Uttar Pradesh,Mau,275105,2025.0,49.0,64.0,0.0,113.0,135.0,631.0,766.0,1028.0,937.0,1965.0,17.38938053097345,2844.0
Uttar Pradesh,Mau,275301,2025.0,35.0,116.0,0.0,151.0,207.0,1005.0,1212.0,1642.0,1355.0,2997.0,19.8476821192053,4360.0
Uttar Pradesh,Mau,275302,2025.0,13.0,47.0,1.0,61.0,228.0,1250.0,1478.0,1245.0,941.0,2186.0,35.83606557377049,3725.0
Uttar Pradesh,Mau,275303,2025.0,30.0,56.0,0.0,86.0,179.0,806.0,985.0,1560.0,1230.0,2790.0,32.44186046511628,3861.0
Uttar Pradesh,Mau,275304,2025.0,54.0,102.0,0.0,156.0,237.0,2354.0,2591.0,1547.0,1831.0,3378.0,21.653846153846153,6125.0
Uttar Pradesh,Mau,275305,2025.0,48.0,140.0,0.0,188.0,395.0,3563.0,3958.0,2422.0,2126.0,4548.0,24.19148936170213,8694.0
Uttar Pradesh,Mau,275306,2025.0,12.0,25.0,0.0,37.0,90.0,396.0,486.0,778.0,525.0,1303.0,35.21621621621622,1826.0
